-3.732345517630231702e-01,1.864232834748237089e+00,7.432169703015555351e-01,-3.951607210518462976e-01
3.465849715659580221e-01,-1.230342369279646020e+00,2.504856248021845033e+00,3.065616746471944709e-01
1.428419505064642270e-01,1.832819071675516609e-01,3.268466839299002391e-01,2.134915290472500990e-02
1.857221343869777663e-01,5.303170186491678040e-01,-1.202476093292194521e-02,7.431029548294050269e-01
7.926729852617598882e-01,8.193365902941334156e-01,3.683703776551686127e-01,-3.681869890438878579e-01
5.929108125725508771e-02,-3.072849380468773983e-01,1.927521777150677629e+00,2.660526874992432678e-01
8.033261790086011489e-01,1.120368516464115727e+00,-1.033679965979275445e-01,6.891801119829613631e-01
1.658307004247662864e+00,4.126399328210146877e-01,-1.538177841190428372e-02,3.258273441689197303e-01
5.406634045591172111e-01,6.470503222842179936e-01,-2.321165424579732517e-01,1.599210300385590422e+00
3.362193803885371035e-01,1.793404651479960643e+00,9.414936770190619475e-01,4.235326236747576911e-01
9.474487720553809167e-01,-5.591485813431823493e-01,1.077566989552148469e+00,-5.472704190520980005e-02
-6.969851719903042975e-01,-2.193852370855019218e-01,1.034909001711474374e+00,1.906661916919805577e+00
9.437490599940073777e-01,-7.613930116008691407e-01,2.343848597337999662e-01,1.993464979119400793e+00
-5.049444099890206816e-01,1.617776801168336442e+00,-3.663747867564157851e-02,3.123167067438654132e-01
2.263429095255465651e+00,6.514308535691689661e-01,-1.512862247135585925e+00,4.433480640714705934e-01
